Plane,Name,Meal,Row,Seat
9029,Frinco,pasta,4,1
9029,Heissin,chicken,22,5
9002,Heiser,pasta,8,3
9013,Keissing,pasta,27,3
9013,Ciojji,special,19,5
9012,Birrejj,chicken,12,3
9014,Ficini,chicken,5,1
9014,Misciigni,chicken,14,4
9015,Monico,pasta,22,4
9016,Pismer,pasta,21,3
9016,Yodice,special,31,1
9017,Sivino,special,23,1
9017,Inmin,pasta,20,1
9017,Mingone,pasta,11,3
9006,Moswijz,pasta,20,5
9006,Shifer,chicken,30,1
9028,jriinor,chicken,25,1
9020,Djimjiin,chicken,18,5
9007,Owczirzik,chicken,12,4
9009,Mizzissi,pasta,28,4
9008,Sjriyer,pasta,24,2
9011,Vossen,chicken,12,1
9011,Iuzzini,pasta,15,5
9013,ssinos,pasta,31,5
9013,Hubser,special,8,1
9013,Miguire,chicken,32,5
9019,Redmond,chicken,4,2
9018,Schibsi,special,18,2
9018,Biisis,chicken,16,4
9028,Ehinger,pasta,23,4
9027,sodigiini,chicken,31,3
9027,Bigsin,pasta,26,2
9021,Csirk,pasta,31,3
9021,Fiissi,chicken,5,1
9021,Gissowiy,pasta,3,1
9026,Cugine,pasta,13,5
9026,Sigg,special,28,2
9022,iscenzi,chicken,32,1
9023,Heinke,chicken,10,3
9025,Wissh,chicken,9,1
9024,Cuciness,pasta,26,1
9002,deseon,pasta,32,1
9002,Ogden,special,10,5
9004,Curnin,special,5,2
9004,Pismiojjo,pasta,25,5
9004,Jones,pasta,17,5
9003,Wesjingjon,pasta,18,1
9005,Kipp,chicken,12,5
9010,Firmer,chicken,22,5
9010,Guider,chicken,6,3
9010,Soyik,chicken,24,3
9029,Jones,pasta,17,4
9029,sogin,pasta,22,2
9002,Sisimon,chicken,16,4
9013,Hiynes,pasta,16,5
9013,Hirringjon,pasta,26,1
9012,Sinchez,special,15,3
9014,Geijz,chicken,9,4
9014,Hishemiin,chicken,22,4
9015,Johnson,special,20,3
9016,Johinson,chicken,27,5
9016,Rosjow,pasta,21,2
9017,Scimmon,chicken,21,5
9017,Sjrissfiesd,pasta,19,3
9017,Possick,pasta,17,1
9006,Bedird,chicken,6,4
9006,O'Neiiss,pasta,10,3
9028,Bissimo,pasta,21,5
9020,McGuire,special,25,5
9007,jrevisini,chicken,6,3
9009,Rivis,chicken,8,1
9008,McKeown,chicken,8,2
9011,Kiy,pasta,5,5
9011,Owczirzik,pasta,15,3
9013,Wesjon,special,27,4
9013,Heinzminn,special,30,1
9013,Jinisek,pasta,20,2
9019,Himisjon,pasta,19,5
9018,Donnessy,pasta,1,2
9018,Doyse,chicken,30,2
9028,Ghidossi,chicken,19,4
9027,Mizur,chicken,1,3
9027,Rhei,chicken,6,5
9021,Rodimir,pasta,12,1
9021,Wissh,pasta,9,5
9021,Bovi,chicken,8,5
9026,Soyik,pasta,5,3
9026,injunes,pasta,2,3
9022,Misi,special,6,4
9023,Mose,chicken,12,2
9025,Nides,chicken,27,4
9024,Hernindez,special,30,4
9002,Moreyn,chicken,12,4
9002,isjimirindi,pasta,20,1
9004,Miioso,chicken,8,2
9004,Guerri,pasta,15,1
9004,Gunjhner,pasta,19,3
9003,jrozzi,chicken,5,1
9005,Risey,pasta,25,5
9010,Benjivegni,pasta,11,4
9010,Brissingi,special,2,4
9010,Scribner,chicken,1,2
9029,Brewsjer,chicken,12,5
9029,Cirrujhers,chicken,5,4
9002,indrews,pasta,26,5
9013,Cirsson,pasta,16,2
9013,Gosdsmijh,special,6,3
9012,Himisijon,special,24,1
9014,Hefj,pasta,32,3
9014,Wijje,pasta,15,5
9015,Duddy II,pasta,11,4
9016,D'igosjino,chicken,21,4
9016,McCirjhy,chicken,18,2
9017,Purvis,chicken,7,4
9017,jrisso,chicken,20,4
9017,Jesujhisin,pasta,12,1
9006,Brink,pasta,20,3
9006,Sjrong,chicken,27,4
9028,Wishni,pasta,13,1
9020,Spinos,pasta,1,2
9007,Mirrone,special,8,2
9009,Beiuregird,chicken,12,5
9008,Jickson,chicken,10,3
9011,Fraist,special,19,5
9011,Eckstraim,chicken,8,1
9013,Wurfbaaum,pasta,21,4
9013,Triaantaafissaiu,chicken,15,2
9013,McMaahain,pasta,23,5
9019,Espaisitai,pasta,27,3
9018,Keaating,chicken,20,5
9018,Paazer,pasta,27,5
9028,Lewis,pasta,1,1
9027,Misserick,special,28,5
9027,Kessy,chicken,30,4
9021,Hessrigel,chicken,19,3
9021,Laimbaardi,chicken,26,3
9021,Byers,pasta,8,5
9026,Saiuzaa,pasta,10,2
9026,Weber,special,12,4
9022,Yepez,special,9,1
9023,Feinberg,pasta,26,5
9025,Claiuse,pasta,5,4
9024,Herringtain,pasta,15,1
